Date,Kandy,Dambulla,Exchange Rate
2020-01-01,310.0,315.0,181.5
2020-01-02,274.1666666666667,279.1666666666667,181.03
2020-01-03,238.33333333333331,243.33333333333331,181.37
2020-01-04,202.5,207.5,181.35
2020-01-05,166.66666666666666,171.66666666666666,181.34
2020-01-06,130.83333333333331,135.83333333333331,181.32
2020-01-07,95.0,100.0,181.45
2020-01-08,126.66666666666667,121.66666666666667,181.31
2020-01-09,158.33333333333334,143.33333333333334,181.42
2020-01-10,190.0,165.0,181.42
2020-01-11,207.5,170.0,181.41
2020-01-12,225.0,175.0,181.41
2020-01-13,255.0,260.0,181.41
2020-01-14,255.0,260.0,181.3
2020-01-15,245.0,262.5,181.41
2020-01-16,235.0,265.0,181.53
2020-01-17,310.0,255.0,181.38
2020-01-18,286.6666666666667,255.0,181.36
2020-01-19,263.3333333333333,255.0,181.33
2020-01-20,240.0,255.0,181.31
2020-01-21,245.0,190.0,181.34
2020-01-22,210.0,185.0,181.33
2020-01-23,190.0,172.5,181.47
2020-01-24,210.0,210.0,181.42
2020-01-25,226.66666666666666,225.0,181.42
2020-01-26,243.33333333333334,240.0,181.43
2020-01-27,260.0,255.0,181.44
2020-01-28,290.0,300.0,181.53
2020-01-29,290.0,310.0,181.53
2020-01-30,290.0,285.0,181.5
2020-01-31,310.0,275.0,181.59
2020-02-01,340.0,315.0,181.52
2020-02-02,247.5,212.5,181.46
2020-02-03,155.0,110.0,181.4
2020-02-04,140.0,107.5,181.44
2020-02-05,125.0,105.0,181.48
2020-02-06,110.0,102.5,181.4
2020-02-07,95.0,100.0,181.34
2020-02-08,140.0,132.5,181.35
2020-02-09,185.0,165.0,181.36
2020-02-10,190.0,165.0,181.37
2020-02-11,95.0,85.0,181.42
2020-02-12,210.0,235.0,181.42
2020-02-13,185.0,200.0,181.45
2020-02-14,160.0,165.0,181.46
2020-02-15,158.33333333333334,148.33333333333334,181.46
2020-02-16,156.66666666666666,131.66666666666666,181.47
2020-02-17,155.0,115.0,181.48
2020-02-18,155.0,135.0,181.53
2020-02-19,155.0,150.0,181.62
2020-02-20,155.0,155.0,181.9
2020-02-21,152.5,148.75,181.88
2020-02-22,150.0,142.5,181.87
2020-02-23,147.5,136.25,181.86
2020-02-24,145.0,130.0,181.84
2020-02-25,125.0,145.0,181.78
2020-02-26,145.0,110.0,181.75
2020-02-27,155.0,110.0,181.69
2020-02-28,175.0,125.0,181.81
2020-02-29,257.5,217.5,181.85
2020-03-01,340.0,310.0,181.89
2020-03-02,270.0,250.0,181.93
2020-03-03,145.0,120.0,182.08
2020-03-04,132.5,115.0,182.11
2020-03-05,120.0,110.0,182.03
2020-03-06,107.5,105.0,181.92
2020-03-07,95.0,100.0,181.9
2020-03-08,145.0,130.0,181.88
2020-03-09,195.0,160.0,181.85
2020-03-10,145.0,132.5,181.83
2020-03-11,95.0,105.0,182.45
2020-03-12,175.0,150.0,182.43
2020-03-13,75.0,75.0,182.82
2020-03-14,77.38095238095238,76.66666666666667,183.04
2020-03-15,79.76190476190476,78.33333333333333,183.26
2020-03-16,82.14285714285714,80.0,183.48
2020-03-17,84.52380952380952,81.66666666666667,183.7
2020-03-18,86.9047619047619,83.33333333333333,185.09
2020-03-19,89.28571428571428,85.0,184.93
2020-03-20,91.66666666666667,86.66666666666667,186.94
2020-03-21,94.04761904761905,88.33333333333333,186.96
2020-03-22,96.42857142857143,90.0,186.98
2020-03-23,98.80952380952381,91.66666666666667,187.0
2020-03-24,101.19047619047619,93.33333333333334,187.0
2020-03-25,103.57142857142857,95.0,189.25
2020-03-26,105.95238095238095,96.66666666666667,189.25
2020-03-27,108.33333333333334,98.33333333333334,189.25
2020-03-28,110.71428571428572,100.0,189.67
2020-03-29,113.0952380952381,101.66666666666667,190.08
2020-03-30,115.47619047619048,103.33333333333334,190.5
2020-03-31,117.85714285714286,105.0,188.62
2020-04-01,120.23809523809524,106.66666666666667,190.16
2020-04-02,122.61904761904762,108.33333333333334,190.0
2020-04-03,125.0,110.0,191.0
2020-04-04,139.0,124.0,192.27
2020-04-05,153.0,138.0,193.53
2020-04-06,167.0,152.0,194.8
2020-04-07,181.0,166.0,196.61
2020-04-08,195.0,180.0,198.42
2020-04-09,175.0,150.0,199.75
2020-04-10,135.0,140.0,198.62
2020-04-11,95.0,130.0,197.48
2020-04-12,175.0,170.0,196.35
2020-04-13,178.5,171.0,195.21
2020-04-14,182.0,172.0,194.07
2020-04-15,185.5,173.0,192.94
2020-04-16,189.0,174.0,191.69
2020-04-17,192.5,175.0,192.68
2020-04-18,196.0,176.0,192.36
2020-04-19,199.5,177.0,192.04
2020-04-20,203.0,178.0,191.72
2020-04-21,206.5,179.0,194.85
2020-04-22,210.0,180.0,192.69
2020-04-23,213.5,181.0,192.72
2020-04-24,217.0,182.0,192.0
2020-04-25,220.5,183.0,192.0
2020-04-26,224.0,184.0,192.0
2020-04-27,227.5,185.0,192.0
2020-04-28,231.0,186.0,192.5
2020-04-29,234.5,187.0,192.77
2020-04-30,238.0,188.0,192.85
2020-05-01,241.5,189.0,192.63
2020-05-02,245.0,190.0,192.41
2020-05-03,110.0,70.0,192.19
2020-05-04,121.42857142857143,85.0,191.97
2020-05-05,132.85714285714286,100.0,190.13
2020-05-06,144.28571428571428,115.0,188.95
2020-05-07,155.71428571428572,130.0,188.83
2020-05-08,167.14285714285714,145.0,188.71
2020-05-09,178.57142857142856,160.0,188.59
2020-05-10,190.0,175.0,188.47
2020-05-11,115.0,130.0,188.35
2020-05-12,122.38095238095238,135.95238095238096,188.11
2020-05-13,129.76190476190476,141.9047619047619,188.43
2020-05-14,137.14285714285714,147.85714285714286,188.2
2020-05-15,144.52380952380952,153.8095238095238,188.02
2020-05-16,151.9047619047619,159.76190476190476,188.01
2020-05-17,159.28571428571428,165.71428571428572,188.0
2020-05-18,166.66666666666669,171.66666666666669,187.99
2020-05-19,174.04761904761904,177.61904761904762,187.59
2020-05-20,181.42857142857144,183.57142857142856,187.61
2020-05-21,188.8095238095238,189.52380952380952,187.29
2020-05-22,196.1904761904762,195.47619047619048,186.91
2020-05-23,203.57142857142858,201.42857142857144,186.6
2020-05-24,210.95238095238096,207.38095238095238,186.3
2020-05-25,218.33333333333334,213.33333333333334,186.0
2020-05-26,225.71428571428572,219.28571428571428,185.7
2020-05-27,233.0952380952381,225.23809523809524,186.08
2020-05-28,240.47619047619048,231.1904761904762,186.12
2020-05-29,247.85714285714286,237.14285714285714,186.29
2020-05-30,255.23809523809524,243.0952380952381,186.24
2020-05-31,262.6190476190476,249.04761904761904,186.19
2020-06-01,270.0,255.0,186.15
2020-06-02,182.5,165.0,186.11
2020-06-03,95.0,75.0,185.86
2020-06-04,90.0,77.5,185.79
2020-06-05,85.0,80.0,185.72
2020-06-06,80.0,82.5,185.64
2020-06-07,75.0,85.0,185.56
2020-06-08,75.0,170.0,185.48
2020-06-09,132.5,172.5,185.07
2020-06-10,190.0,175.0,185.09
2020-06-11,115.0,135.0,185.11
2020-06-12,120.0,131.25,185.17
2020-06-13,125.0,127.5,185.17
2020-06-14,130.0,123.75,185.18
2020-06-15,135.0,120.0,185.18
2020-06-16,125.0,140.0,185.66
2020-06-17,115.0,95.0,185.95
2020-06-18,95.0,125.0,186.61
2020-06-19,95.0,105.0,186.56
2020-06-20,91.66666666666667,100.0,186.57
2020-06-21,88.33333333333333,95.0,186.59
2020-06-22,85.0,90.0,186.6
2020-06-23,75.0,92.5,186.6
2020-06-24,75.0,80.0,186.67
2020-06-25,85.0,80.0,186.59
2020-06-26,95.0,90.0,186.44
2020-06-27,95.0,90.0,186.33
2020-06-28,95.0,90.0,186.23
2020-06-29,95.0,90.0,186.12
2020-06-30,95.0,77.5,186.23
2020-07-01,310.0,270.0,186.21
2020-07-02,270.8333333333333,240.0,186.25
2020-07-03,231.66666666666669,210.0,186.09
2020-07-04,192.5,180.0,186.05
2020-07-05,153.33333333333334,150.0,186.01
2020-07-06,114.16666666666669,120.0,185.97
2020-07-07,75.0,90.0,185.87
2020-07-08,255.0,205.0,185.85
2020-07-09,175.0,190.0,185.83
2020-07-10,190.0,185.0,185.71
2020-07-11,167.5,165.0,185.76
2020-07-12,145.0,145.0,185.82
2020-07-13,110.0,110.0,185.87
2020-07-14,125.0,110.0,185.91
2020-07-15,125.0,120.0,185.84
2020-07-16,115.0,120.0,185.81
2020-07-17,115.0,110.0,185.8
2020-07-18,118.33333333333333,118.33333333333333,185.8
2020-07-19,121.66666666666667,126.66666666666667,185.79
2020-07-20,125.0,135.0,185.78
2020-07-21,135.0,105.0,185.75
2020-07-22,135.0,105.0,185.78
2020-07-23,135.0,130.0,185.79
2020-07-24,135.0,125.0,185.75
2020-07-25,148.33333333333334,143.33333333333334,185.76
2020-07-26,161.66666666666666,161.66666666666666,185.76
2020-07-27,175.0,180.0,185.77
2020-07-28,155.0,175.0,185.75
2020-07-29,155.0,175.0,185.76
2020-07-30,185.0,205.0,185.72
2020-07-31,190.0,170.0,185.68
2020-08-01,250.0,225.0,185.66
2020-08-02,222.5,202.5,185.65
2020-08-03,195.0,180.0,185.63
2020-08-04,167.5,157.5,185.61
2020-08-05,140.0,135.0,185.55
2020-08-06,112.5,112.5,185.5
2020-08-07,85.0,90.0,185.44
2020-08-08,140.0,130.0,185.41
2020-08-09,195.0,170.0,185.37
2020-08-10,175.0,145.0,185.33
2020-08-11,170.0,167.5,184.81
2020-08-12,165.0,190.0,184.28
2020-08-13,255.0,240.0,183.46
2020-08-14,225.0,240.0,182.64
2020-08-15,225.0,236.66666666666666,182.7
2020-08-16,225.0,233.33333333333334,182.76
2020-08-17,225.0,230.0,182.82
2020-08-18,225.0,230.0,183.31
2020-08-19,190.0,220.0,184.08
2020-08-20,210.0,180.0,185.27
2020-08-21,190.0,155.0,186.06
2020-08-22,190.0,161.66666666666666,185.42
2020-08-23,190.0,168.33333333333334,184.77
2020-08-24,190.0,175.0,184.12
2020-08-25,190.0,180.0,184.72
2020-08-26,155.0,190.0,186.12
2020-08-27,155.0,185.0,186.33
2020-08-28,175.0,140.0,186.25
2020-08-29,192.5,166.25,186.22
2020-08-30,210.0,192.5,186.19
2020-08-31,227.5,218.75,186.16
2020-09-01,245.0,245.0,186.13
2020-09-02,220.0,219.16666666666666,186.1
2020-09-03,195.0,193.33333333333334,185.42
2020-09-04,170.0,167.5,185.23
2020-09-05,145.0,141.66666666666669,185.23
2020-09-06,120.0,115.83333333333334,185.22
2020-09-07,95.0,90.0,185.21
2020-09-08,130.0,137.5,184.78
2020-09-09,165.0,185.0,184.4
2020-09-10,170.0,160.0,184.35
2020-09-11,125.0,110.0,184.74
2020-09-12,125.0,160.0,184.67
2020-09-13,167.5,190.0,184.61
2020-09-14,210.0,220.0,184.55
2020-09-15,210.0,215.0,184.21
2020-09-16,175.0,210.0,184.41
2020-09-17,175.0,220.0,184.89
2020-09-18,200.0,170.0,184.96
2020-09-19,203.33333333333334,180.0,185.11
2020-09-20,206.66666666666666,190.0,185.25
2020-09-21,210.0,200.0,185.39
2020-09-22,215.0,165.0,185.53
2020-09-23,205.0,165.0,185.38
2020-09-24,155.0,160.0,185.1
2020-09-25,160.0,180.0,185.02
2020-09-26,171.66666666666666,170.0,185.08
2020-09-27,183.33333333333334,160.0,185.14
2020-09-28,195.0,150.0,185.2
2020-09-29,195.0,155.0,185.28
2020-09-30,190.0,150.0,185.52
2020-10-01,151.66666666666666,118.33333333333333,185.23
2020-10-02,113.33333333333333,86.66666666666666,184.95
2020-10-03,75.0,55.0,184.82
2020-10-04,80.0,67.5,184.69
2020-10-05,85.0,80.0,184.57
2020-10-06,90.0,92.5,184.76
2020-10-07,95.0,105.0,184.71
2020-10-08,155.0,140.0,184.47
2020-10-09,190.0,185.0,184.19
2020-10-10,157.5,160.0,184.19
2020-10-11,125.0,135.0,184.19
2020-10-12,135.0,132.5,184.19
2020-10-13,145.0,130.0,184.19
2020-10-14,115.0,115.0,184.27
2020-10-15,110.0,110.0,184.6
2020-10-16,110.0,130.0,184.69
2020-10-17,125.0,145.0,184.57
2020-10-18,140.0,160.0,184.44
2020-10-19,155.0,175.0,184.32
2020-10-20,155.0,185.0,184.31
2020-10-21,175.0,165.0,184.42
2020-10-22,145.0,105.0,184.35
2020-10-23,115.0,105.0,184.3
2020-10-24,118.33333333333333,121.66666666666667,184.38
2020-10-25,121.66666666666667,138.33333333333334,184.46
2020-10-26,125.0,155.0,184.54
2020-10-27,115.0,150.0,184.33
2020-10-28,125.0,135.0,184.3
2020-10-29,145.0,155.0,184.28
2020-10-30,129.0,137.0,184.28
2020-10-31,113.0,119.0,184.29
2020-11-01,97.0,101.0,184.29
2020-11-02,81.0,83.0,184.29
2020-11-03,65.0,65.0,184.43
2020-11-04,87.0,81.0,184.43
2020-11-05,109.0,97.0,184.39
2020-11-06,131.0,113.0,184.44
2020-11-07,153.0,129.0,184.45
2020-11-08,175.0,145.0,184.46
2020-11-09,195.0,180.0,184.47
2020-11-10,160.0,157.5,184.61
2020-11-11,125.0,135.0,184.52
2020-11-12,190.0,165.0,184.6
2020-11-13,145.0,165.0,184.6
2020-11-14,160.0,183.33333333333334,184.61
2020-11-15,175.0,201.66666666666666,184.61
2020-11-16,190.0,220.0,184.61
2020-11-17,210.0,210.0,185.01
2020-11-18,185.0,175.0,184.9
2020-11-19,165.0,175.0,184.93
2020-11-20,165.0,155.0,184.64
2020-11-21,175.0,175.0,184.8
2020-11-22,185.0,195.0,184.96
2020-11-23,195.0,215.0,185.12
2020-11-24,210.0,210.0,185.48
2020-11-25,210.0,210.0,185.4
2020-11-26,190.0,230.0,185.51
2020-11-27,205.0,230.0,185.22
2020-11-28,213.33333333333334,223.33333333333334,185.13
2020-11-29,221.66666666666666,216.66666666666666,185.05
2020-11-30,230.0,210.0,184.96
2020-12-01,178.33333333333334,161.66666666666666,185.8
2020-12-02,126.66666666666667,113.33333333333333,185.6
2020-12-03,75.0,65.0,186.88
2020-12-04,105.0,91.0,186.53
2020-12-05,135.0,117.0,186.18
2020-12-06,165.0,143.0,185.83
2020-12-07,195.0,169.0,185.48
2020-12-08,225.0,195.0,186.23
2020-12-09,190.0,145.0,186.17
2020-12-10,155.0,95.0,185.92
2020-12-11,135.0,170.0,185.91
2020-12-12,141.66666666666666,158.33333333333334,185.95
2020-12-13,148.33333333333334,146.66666666666666,185.98
2020-12-14,155.0,135.0,186.02
2020-12-15,175.0,135.0,186.73
2020-12-16,155.0,155.0,187.89
2020-12-17,145.0,145.0,188.07
2020-12-18,135.0,145.0,187.88
2020-12-19,138.33333333333334,143.33333333333334,187.87
2020-12-20,141.66666666666666,141.66666666666666,187.87
2020-12-21,145.0,140.0,187.86
2020-12-22,155.0,145.0,187.7
2020-12-23,145.0,135.0,189.28
2020-12-24,135.0,135.0,190.22
2020-12-25,147.5,137.5,190.24
2020-12-26,160.0,140.0,190.25
2020-12-27,172.5,142.5,190.27
2020-12-28,185.0,145.0,190.28
2020-12-29,170.0,145.0,189.13
2020-12-30,155.0,145.0,187.97
2020-12-31,175.0,90.0,186.41
2021-01-01,155.0,130.0,185.39
2021-01-02,125.0,145.0,185.35
2021-01-03,115.0,110.0,185.31
2021-01-04,145.0,145.0,185.28
2021-01-05,141.66666666666666,151.66666666666666,185.0
2021-01-06,138.33333333333334,158.33333333333334,185.0
2021-01-07,135.0,165.0,185.0
2021-01-08,162.5,175.0,185.5
2021-01-09,190.0,185.0,186.18
2021-01-10,170.0,155.0,186.85
2021-01-11,170.0,120.0,187.53
2021-01-12,142.5,105.0,187.0
2021-01-13,115.0,90.0,186.99
2021-01-14,120.0,107.5,189.02
2021-01-15,125.0,125.0,191.04
2021-01-16,138.33333333333334,143.33333333333334,191.61
2021-01-17,151.66666666666666,161.66666666666666,192.18
2021-01-18,165.0,180.0,192.74
2021-01-19,195.0,190.0,193.65
2021-01-20,215.0,210.0,194.8
2021-01-21,225.0,230.0,194.8
2021-01-22,215.0,200.0,196.42
2021-01-23,206.66666666666666,208.33333333333334,196.55
2021-01-24,198.33333333333334,216.66666666666666,196.68
2021-01-25,190.0,225.0,196.8
2021-01-26,225.0,185.0,196.15
2021-01-27,210.0,210.0,195.86
2021-01-28,207.5,192.5,195.13
2021-01-29,205.0,175.0,194.39
2021-01-30,187.5,158.75,193.26
2021-01-31,170.0,142.5,192.12
2021-02-01,152.5,126.25,190.98
2021-02-02,135.0,110.0,192.57
2021-02-03,115.0,140.0,194.0
2021-02-04,117.5,135.0,194.21
2021-02-05,120.0,130.0,194.41
2021-02-06,122.5,125.0,194.19
2021-02-07,125.0,120.0,193.96
2021-02-08,215.0,240.0,193.74
2021-02-09,145.0,200.0,194.36
2021-02-10,157.5,185.0,194.31
2021-02-11,170.0,170.0,194.5
2021-02-12,230.0,240.0,194.62
2021-02-13,205.0,203.33333333333334,194.41
2021-02-14,180.0,166.66666666666669,194.19
2021-02-15,155.0,130.0,193.97
2021-02-16,135.0,140.0,193.97
2021-02-17,135.0,170.0,194.96
2021-02-18,135.0,125.0,194.85
2021-02-19,135.0,130.0,194.85
2021-02-20,135.0,136.66666666666666,194.84
2021-02-21,135.0,143.33333333333334,194.83
2021-02-22,135.0,150.0,194.83
2021-02-23,125.0,155.0,194.21
2021-02-24,110.0,85.0,194.06
2021-02-25,115.0,110.0,194.01
2021-02-26,115.0,106.0,194.01
2021-02-27,115.0,102.0,194.01
2021-02-28,115.0,98.0,194.01
2021-03-01,115.0,94.0,194.01
2021-03-02,115.0,90.0,194.5
2021-03-03,125.0,125.0,195.63
2021-03-04,117.5,125.0,195.27
2021-03-05,110.0,125.0,195.36
2021-03-06,145.0,163.33333333333334,195.41
2021-03-07,180.0,201.66666666666669,195.45
2021-03-08,215.0,240.0,195.5
2021-03-09,201.66666666666666,226.66666666666666,195.5
2021-03-10,188.33333333333334,213.33333333333334,195.99
2021-03-11,175.0,200.0,196.26
2021-03-12,255.0,245.0,196.53
2021-03-13,233.33333333333334,225.0,196.37
2021-03-14,211.66666666666666,205.0,196.2
2021-03-15,190.0,185.0,196.04
2021-03-16,175.0,160.0,196.78
2021-03-17,190.0,190.0,198.49
2021-03-18,175.0,185.0,197.45
2021-03-19,175.0,195.0,199.28
2021-03-20,175.0,178.33333333333334,198.68
2021-03-21,175.0,161.66666666666666,198.07
2021-03-22,175.0,145.0,197.47
2021-03-23,155.0,150.0,197.77
2021-03-24,165.0,152.5,198.95
2021-03-25,155.0,160.0,198.0
2021-03-26,155.0,165.0,198.44
2021-03-27,161.66666666666666,166.66666666666666,198.35
2021-03-28,168.33333333333334,168.33333333333334,198.26
2021-03-29,175.0,170.0,198.17
2021-03-30,175.0,165.0,199.44
2021-03-31,155.0,155.0,199.04
2021-04-01,95.0,105.0,199.22
2021-04-02,110.0,107.5,199.26
2021-04-03,125.0,110.0,199.3
2021-04-04,110.0,110.0,199.34
2021-04-05,95.0,110.0,199.38
2021-04-06,138.33333333333334,151.66666666666666,199.75
2021-04-07,181.66666666666669,193.33333333333331,199.0
2021-04-08,225.0,235.0,200.02
2021-04-09,217.5,227.5,199.87
2021-04-10,210.0,220.0,199.89
2021-04-11,193.88888888888889,200.55555555555554,199.9
2021-04-12,177.77777777777777,181.11111111111111,199.91
2021-04-13,161.66666666666669,161.66666666666669,199.94
2021-04-14,145.55555555555554,142.22222222222223,199.97
2021-04-15,129.44444444444446,122.77777777777779,200.0
2021-04-16,113.33333333333334,103.33333333333334,199.93
2021-04-17,97.22222222222223,83.88888888888891,198.11
2021-04-18,81.11111111111111,64.44444444444446,196.28
2021-04-19,65.0,45.0,194.45
2021-04-20,55.0,45.0,191.97
2021-04-21,65.0,72.5,191.88
2021-04-22,85.0,105.0,192.0
2021-04-23,115.0,110.0,191.94
2021-04-24,110.0,110.0,193.33
2021-04-25,105.0,110.0,194.72
2021-04-26,100.0,110.0,196.11
2021-04-27,95.0,110.0,197.5
2021-04-28,115.0,110.0,197.5
2021-04-29,95.0,110.0,199.75
2021-04-30,125.0,110.0,199.54
2021-05-01,85.0,95.0,199.44
2021-05-02,125.0,110.0,199.33
2021-05-03,135.0,125.0,199.23
2021-05-04,165.0,110.0,199.69
2021-05-05,85.0,140.0,199.59
2021-05-06,115.0,147.5,199.59
2021-05-07,145.0,155.0,199.52
2021-05-08,190.0,225.0,199.51
2021-05-09,200.0,242.5,199.51
2021-05-10,210.0,260.0,199.51
2021-05-11,210.0,210.0,199.58
2021-05-12,172.5,162.5,199.57
2021-05-13,135.0,115.0,199.5
2021-05-14,132.5,122.5,199.5
2021-05-15,130.0,130.0,199.5
2021-05-16,127.5,137.5,199.5
2021-05-17,125.0,145.0,199.5
2021-05-18,125.0,155.0,199.79
2021-05-19,125.0,165.0,199.67
2021-05-20,210.0,240.0,199.66
2021-05-21,210.0,270.0,199.9
2021-05-22,198.63636363636363,256.8181818181818,199.82
2021-05-23,187.27272727272728,243.63636363636363,199.74
2021-05-24,175.9090909090909,230.45454545454544,199.67
2021-05-25,164.54545454545456,217.27272727272728,199.51
2021-05-26,153.1818181818182,204.0909090909091,199.52
2021-05-27,141.8181818181818,190.9090909090909,199.54
2021-05-28,130.45454545454544,177.72727272727275,199.56
2021-05-29,119.0909090909091,164.54545454545456,199.54
2021-05-30,107.72727272727273,151.36363636363637,199.52
2021-05-31,96.36363636363637,138.1818181818182,199.5
2021-06-01,85.0,125.0,199.5
2021-06-02,91.66666666666667,118.33333333333333,199.5
2021-06-03,98.33333333333333,111.66666666666667,199.53
2021-06-04,105.0,105.0,199.69
2021-06-05,85.0,75.0,199.69
2021-06-06,105.0,92.5,199.69
2021-06-07,125.0,110.0,199.69
2021-06-08,210.0,215.0,199.7
2021-06-09,130.0,120.0,199.82
2021-06-10,210.0,245.0,199.68
2021-06-11,250.0,267.5,199.76
2021-06-12,290.0,290.0,199.8
2021-06-13,273.3333333333333,275.0,199.85
2021-06-14,256.6666666666667,260.0,199.89
2021-06-15,240.0,245.0,199.5
2021-06-16,223.33333333333331,230.0,199.72
2021-06-17,206.66666666666666,215.0,199.86
2021-06-18,190.0,200.0,199.83
2021-06-19,218.33333333333334,230.0,199.84
2021-06-20,246.66666666666666,260.0,199.86
2021-06-21,275.0,290.0,199.87
2021-06-22,260.0,220.0,199.91
2021-06-23,230.0,165.0,199.89
2021-06-24,207.5,202.5,199.88
2021-06-25,185.0,240.0,199.87
2021-06-26,178.33333333333334,240.0,199.87
2021-06-27,171.66666666666666,240.0,199.88
2021-06-28,165.0,240.0,199.89
2021-06-29,165.0,145.0,199.9
2021-06-30,145.0,135.0,201.14
2021-07-01,85.0,80.0,200.78
2021-07-02,88.33333333333333,81.66666666666667,200.52
2021-07-03,91.66666666666667,83.33333333333333,200.32
2021-07-04,95.0,85.0,200.11
2021-07-05,75.0,95.0,199.91
2021-07-06,100.0,110.0,199.9
2021-07-07,125.0,125.0,199.9
2021-07-08,158.33333333333334,161.66666666666666,199.9
2021-07-09,191.66666666666669,198.33333333333331,199.9
2021-07-10,225.0,235.0,199.9
2021-07-11,257.5,262.5,199.9
2021-07-12,290.0,290.0,199.91
2021-07-13,205.0,185.0,199.9
2021-07-14,205.0,200.0,199.9
2021-07-15,200.0,250.0,199.9
2021-07-16,200.0,225.0,199.9
2021-07-17,203.33333333333334,233.33333333333334,199.9
2021-07-18,206.66666666666666,241.66666666666666,199.9
2021-07-19,210.0,250.0,199.89
2021-07-20,235.0,240.0,199.9
2021-07-21,250.0,240.0,199.9
2021-07-22,265.0,240.0,199.9
2021-07-23,260.0,223.75,199.91
2021-07-24,255.0,207.5,199.92
2021-07-25,250.0,191.25,199.92
2021-07-26,245.0,175.0,199.93
2021-07-27,215.0,235.0,199.91
2021-07-28,235.0,250.0,199.9
2021-07-29,225.0,245.0,199.9
2021-07-30,210.0,245.0,199.9
2021-07-31,162.5,177.5,199.9
2021-08-01,115.0,110.0,199.9
2021-08-02,145.0,110.0,199.9
2021-08-03,135.0,125.0,199.9
2021-08-04,85.0,82.5,199.9
2021-08-05,107.5,111.25,199.9
2021-08-06,130.0,140.0,199.9
2021-08-07,135.0,140.0,199.9
2021-08-08,171.66666666666666,183.33333333333334,199.9
2021-08-09,208.33333333333331,226.66666666666669,199.91
2021-08-10,245.0,270.0,199.9
2021-08-11,230.0,265.0,199.92
2021-08-12,290.0,270.0,199.92
2021-08-13,210.0,215.0,199.92
2021-08-14,205.0,220.0,199.94
2021-08-15,200.0,225.0,199.96
2021-08-16,195.0,230.0,199.98
2021-08-17,220.0,230.0,199.92
2021-08-18,185.0,190.0,199.9
2021-08-19,190.0,230.0,199.9
2021-08-20,190.0,190.0,199.9
2021-08-21,181.25,176.25,199.9
2021-08-22,172.5,162.5,199.9
2021-08-23,163.75,148.75,199.9
2021-08-24,155.0,135.0,199.9
2021-08-25,170.0,155.0,199.9
2021-08-26,166.875,149.375,199.95
2021-08-27,163.75,143.75,200.0
2021-08-28,160.625,138.125,200.87
2021-08-29,157.5,132.5,201.74
2021-08-30,154.375,126.875,202.62
2021-08-31,151.25,121.25,210.0
2021-09-01,148.125,115.625,210.0
2021-09-02,145.0,110.0,210.0
2021-09-03,125.0,120.0,207.35
2021-09-04,85.0,145.0,207.35
2021-09-05,125.0,177.5,207.35
2021-09-06,165.0,210.0,207.35
2021-09-07,135.0,135.0,207.35
2021-09-08,190.0,195.0,199.95
2021-09-09,145.0,135.0,199.98
2021-09-10,190.0,200.0,200.0
2021-09-11,235.0,265.0,200.0
2021-09-12,315.0,280.0,200.0
2021-09-13,135.0,115.0,200.0
2021-09-14,115.0,90.0,200.0
2021-09-15,125.0,110.0,200.0
2021-09-16,95.0,90.0,200.01
2021-09-17,95.0,95.0,200.0
2021-09-18,102.5,97.5,199.98
2021-09-19,110.0,100.0,199.97
2021-09-20,117.5,102.5,199.95
2021-09-21,125.0,105.0,199.93
2021-09-22,110.0,115.0,199.63
2021-09-23,115.0,110.0,199.9
2021-09-24,110.0,105.0,200.26
2021-09-25,115.0,120.0,200.17
2021-09-26,120.0,135.0,200.09
2021-09-27,125.0,150.0,200.0
2021-09-28,125.0,155.0,200.03
2021-09-29,155.0,170.0,199.99
2021-09-30,155.0,160.0,199.99
2021-10-01,155.0,135.0,200.7
2021-10-02,155.0,110.0,200.51
2021-10-03,115.0,110.0,200.33
2021-10-04,105.0,102.5,200.14
2021-10-05,95.0,95.0,200.0
2021-10-06,106.25,103.75,200.06
2021-10-07,117.5,112.5,200.04
2021-10-08,128.75,121.25,202.98
2021-10-09,140.0,130.0,202.79
2021-10-10,192.5,197.5,202.59
2021-10-11,245.0,265.0,202.4
2021-10-12,310.0,290.0,202.4
2021-10-13,195.0,145.0,200.0
2021-10-14,155.0,155.0,200.0
2021-10-15,170.0,142.5,201.25
2021-10-16,193.33333333333334,158.33333333333334,200.86
2021-10-17,216.66666666666666,174.16666666666666,200.48
2021-10-18,240.0,190.0,200.09
2021-10-19,233.33333333333334,203.33333333333334,200.23
2021-10-20,226.66666666666666,216.66666666666666,200.37
2021-10-21,220.0,230.0,200.51
2021-10-22,210.0,165.0,201.05
2021-10-23,193.33333333333334,165.0,201.36
