Date,Item,Peliyagoda,Kandy,Dambulla,Meegoda,Norochchole,Thambuththegama,Keppetipola,Nuwaraeliya,Bandarawela,Veyangoda
2023-04-27,Leeks,180--200,190--210,170--200,190--240,,180-200,150--160,180-190,,180--200
2023-04-28,Leeks,180--200,190--200,160--180,200--240,,180-200,150--160,180-190,,170--200
2023-05-01,Leeks,160--180,260--280,250--300,260--290,,280-300,,210-220,220-240,290--300
2023-05-06,Leeks,280--300,280--300,220--260,300--350,,300-320,260--270,260-270,,280--320
2023-05-07,Leeks,170--180,180-190,180--200,,,210-230,160--170,170-180,,180--220
2023-05-09,Leeks,100--120,60--70,70--80,90--110,,70-80,50--60,50-60,,75--90
2023-05-10,Leeks,70--80,60--70,70--90,90--100,,80-90,60--65,70-80,,80--100
2023-05-12,Leeks,280--300,200--220,210--260,230--250,,240-260,200--220,210-220,,230--270
2023-05-15,Leeks,220--250,280--290,260--300,300--320,,280-300,200--220,260-270,,180--260
2023-05-16,Leeks,250--280,250--270,240--280,320--340,,290-310,270--280,290-300,,260--270
2023-05-17,Leeks,260--300,300--320,270--300,290--340,,290-310,260--270,290-300,,270--300
2023-05-18,Leeks,250--280,280--300,280--320,290--340,,300-320,270--280,290-300,,280--300
2023-05-19,Leeks,250--300,290--300,250--300,280--340,,300-320,250--270,260-270,,280--290
2023-05-22,Leeks,240--250,260--280,270--300,300--320,,280-300,220--230,240-250,,280--290
2023-05-23,Leeks,280--300,260--270,260--300,260--300,,280-300,230--250,260-270,,250--270
2023-05-24,Leeks,280--300,250--270,240--280,270--300,,280-310,230--250,280-290,,250--280
2023-05-25,Leeks,250--280,280--300,260--280,270--320,,290--320,,310--320,,240--300
2023-05-26,Leeks,280--300,290--300,230--280,350--380,,,280--300,310-320,,280--300
2023-05-29,Leeks,200--220,270--280,180--230,300--360,,300-320,250--260,280-290,,280--300
2023-05-30,Leeks,280--300,250--260,250--280,300--370,,300-320,230--250,260-270,,290--300
2023-06-02,Leeks,200--250,170--180,200--220,,,210-240,170--190,190-200,,
2023-06-04,Leeks,180--200,170--180,160--220,,,180-220,140--160,180-190,,
2023-06-06,Leeks,280--300,280--300,260--300,290--330,,,260--270,270-280,,280--300
2023-06-07,Leeks,180--200,180--200,180--220,,,190-220,160--170,170-180,,200--220
2023-06-09,Leeks,60--80,60--70,60--80,90--110,,70-80,50--60,50-60,,80--100
2023-06-10,Leeks,50--60,70--80,60--80,90--100,,70-80,60--70,70-80,,80--100
2023-06-11,Leeks,100--120,90--110,100--120,130--140,,130-150,80--90,90-110,,100--120
2023-06-12,Leeks,200--220,220--250,180--240,240--260,,230-250,200--220,210-220,,250--280
2023-06-13,Leeks,240--250,230--250,200--240,250--300,,240-260,210--220,230-240,,250--270
2023-06-14,Leeks,240--250,220--240,180--230,250--290,,240-260,200--220,230-240,,240--260
2023-06-15,Leeks,220--240,200--230,230--280,250--290,,250-270,200--220,230-240,,250--260
2023-06-16,Leeks,180--200,200--220,240--280,240--290,,230-250,220--230,220-230,,230--270
2023-06-19,Leeks,180--200,190--200,200--240,230--270,,240-260,180--190,190-200,,240--300
2023-06-20,Leeks,180--200,180--200,150--200,220--260,,230-250,180--190,190-200,,230--240
2023-06-21,Leeks,150--160,200--220,200--220,220--260,,230-250,170--180,,,220--260
2023-06-22,Leeks,120--130,180--200,180--220,220--260,,230-240,180--190,,,200--220
2023-06-23,Leeks,250--260,180--200,180--240,220--250,,220--240,180--190,190--200,,200--220
2023-06-26,Leeks,200--220,200--210,170--190,220--260,,210-230,160--180,190-200,,200--220
2023-06-27,Leeks,200--220,190--200,180--200,240--260,,210-230,180--190,190-200,,200--210
2023-06-28,Leeks,200--220,160--180,150--180,200--250,,210-230,170--180,190-200,,200--220
2023-06-30,Leeks,180--200,150--180,150--160,200--250,,200-220,160--180,190-200,,210--220
2023-07-02,Leeks,200--230,200--220,170--190,230--270,,200-230,170--190,190-200,160-180,220--240
2023-07-03,Leeks,150--160,150--160,150--180,,,160-180,135--140,130-140,,
2023-07-06,Leeks,220--250,250--280,200--250,300--350,,290-320,250--260,260-270,,280--290
2023-07-07,Leeks,130--150,160--180,160--180,,,180-200,150--160,170-180,,190--220
2023-07-08,Leeks,80--100,100--120,130--160,150--170,,140-150,110--120,110-120,,120--150
2023-07-09,Leeks,60--80,70--80,70--90,80--90,,70-80,50--60,50-60,,60--90
2023-07-11,Leeks,80--100,90--110,80--110,120--130,,,,90-100,,100--120
2023-07-12,Leeks,250--280,240--250,200--220,240--260,,230-250,200--220,225-235,,250--270
2023-07-13,Leeks,120--140,150--160,110--150,,,130-150,120--140,150-160,,140--160
2023-07-14,Leeks,150--160,140--150,150--180,,,150-170,130--150,150-160,,140--160
2023-07-17,Leeks,150--160,140--150,140--180,180--200,,160-180,110--120,130-140,,160--180
2023-07-18,Leeks,150--160,140--150,120--150,170--200,,150-170,120--130,130-140,,150--180
2023-07-19,Leeks,100--120,140--150,130--150,160--180,,150-170,110--120,130-140,,140--160
2023-07-20,Leeks,100--120,140--150,120--130,130--170,,150-170,120--130,130-140,,140--160
2023-07-21,Leeks,150--160,130--140,100--140,160--180,,130-160,120--130,130-140,,130--180
2023-07-24,Leeks,130--150,110--120,120--150,160--180,,140-160,100--120,110-120,,150--180
2023-07-25,Leeks,150--160,110--120,120--140,150--170,,140-160,110--120,110-120,,130--160
2023-07-26,Leeks,,110--120,120--150,150--160,,140-160,100--110,110-120,,150--170
2023-07-27,Leeks,100--120,110--130,110--140,140--160,,140-150,100--110,110-120,,140--150
2023-07-28,Leeks,120--140,110--130,100--120,140--160,,130-150,110--115,110-120,,130--140
2023-08-02,Leeks,180--200,180--200,180--220,210--240,,200-230,150--160,170-180,170-190,210--230
2023-08-03,Leeks,150--170,170--180,150--170,160--200,,150-170,130--140,130-140,,150--180
2023-08-05,Leeks,150--180,200--210,200--230,200--240,,200-220,160--170,180-190,,
2023-08-06,Leeks,220--230,240--260,200--220,290--330,,290-320,240--250,260-270,,240--280
2023-08-08,Leeks,100--120,140--160,100--130,130--150,,130-150,90--100,100-110,,140--150
2023-08-09,Leeks,50--60,60--70,70--80,80--90,,70-80,50--60,50-60,,80--100
2023-08-11,Leeks,80--100,100--120,80--100,110--120,,110-130,80--90,120-140,,100--120
2023-08-12,Leeks,200--220,200--220,200--220,,,230-250,200--230,230-240,,250--270
2023-08-14,Leeks,100--120,120--130,100--120,120--130,,110-130,100--110,100-110,,120--160
2023-08-15,Leeks,80--100,120--130,100--120,130--140,,120-130,90--100,100-110,,120--130
2023-08-16,Leeks,100--120,100--110,90--120,120--130,,100-120,90--100,90-100,,120--150
2023-08-17,Leeks,80--120,100--110,80--110,120--130,,100-120,85--95,90-100,,120--130
2023-08-18,Leeks,80--100,90--100,80--100,100--120,,100-120,70--80,80-90,,120--140
2023-08-21,Leeks,100--120,90--100,80--100,100--120,,90-120,60--80,80-90,,100--120
2023-08-22,Leeks,80--100,90--100,90--100,100--130,,100-120,80--90,90-100,,100--120
2023-08-23,Leeks,100--120,80--90,90--120,110--120,,100-110,70--90,90-100,,90--110
2023-08-24,Leeks,80--100,90--100,80--110,100--120,,100-110,70--80,90-100,,100--130
2023-08-25,Leeks,90--100,90--100,80--110,100--120,,100-110,70--80,90-100,,100--120
2023-08-28,Leeks,80--100,80--90,85--110,100--120,,100-110,70--80,80-90,,90--110
2023-08-29,Leeks,80--100,80--90,85--100,110--120,,100-110,,80-90,,100--100
2023-08-31,Leeks,70--80,80--90,80--100,,,90-100,60--70,70-80,,
2023-09-01,Leeks,220--250,200--210,200--230,200--220,,200-230,200--230,180-200,,220--250
2023-09-02,Leeks,150--170,170--180,180--220,200--240,,190-200,150--160,160-170,160-180,150--200
2023-09-03,Leeks,160--180,170--180,140--160,180--200,,150-170,130--140,130-140,,160--180
2023-09-05,Leeks,150--180,200--210,180--220,200--250,,200-220,160--170,180-190,,200--240
2023-09-06,Leeks,230--250,250--260,230--280,300--340,,280-310,220--230,250-260,,250--270
2023-09-08,Leeks,100--120,120--130,120--140,140--150,,120-130,80--90,90-100,,130--140
2023-09-10,Leeks,70--80,60--70,60--70,60--90,,70-80,60--65,60-70,,80--90
2023-09-11,Leeks,100--120,110--120,100--120,110--130,,120-140,90--100,110-130,,100--110
2023-09-13,Leeks,50--60,60--70,60--80,80--90,,60-70,45--55,50-60,,70--90
2023-09-14,Leeks,50--60,60--70,60--80,80--90,,60-70,50--60,55-65,,65--90
2023-09-15,Leeks,60--70,50--60,80--100,70--75,,60-70,50--60,55-65,,80--90
2023-09-18,Leeks,40--60,60--70,60--70,70--80,,60-70,45--55,50-60,,60--90
2023-09-19,Leeks,80--100,60--70,70--80,70--80,,60-70,45--55,50-60,,80--90
2023-09-20,Leeks,40--60,50--60,60--70,70--90,,50-65,40--50,50-60,,65--90
2023-09-21,Leeks,50--60,50--60,45--60,70--90,,50-60,45--55,40-50,,60--90
2023-09-22,Leeks,40--60,50--60,40--60,60--80,,50-60,45--55,40-50,,60--80
2023-09-25,Leeks,50--60,40--50,50--65,60--80,,50-60,40--50,45-55,,55--80
2023-09-26,Leeks,50--60,50--60,40--60,60--70,,50-60,40--50,40-50,,60--80
2023-10-01,Leeks,200--220,200--220,200--230,220--240,,210-230,200--220,210-220,200-220,200--230
2023-10-02,Leeks,130--160,170--180,170--200,120--180,,180-200,140--150,150-160,150-170,180--190
2023-10-03,Leeks,150--160,150--160,160--180,180--190,,150-170,100--120,,,150--170
2023-10-04,Leeks,150--180,160--180,150--160,190--250,,190-220,180--190,190-200,,190--200
2023-10-05,Leeks,150--180,180--200,180--200,180--250,,200-220,150--170,180-190,,200--220
2023-10-07,Leeks,150--170,130--150,120--150,,,150-180,120--130,120-130,,120--170
2023-10-08,Leeks,120--130,120--130,120--140,130--150,,110-130,80--90,90-100,,120--160
2023-10-10,Leeks,60--80,50--60,60--70,80--100,,80-90,50--70,60-70,,80--100
2023-10-11,Leeks,100--120,100--120,100--120,110--130,,120-150,100--110,110-130,,100--130
2023-10-13,Leeks,60--80,70--80,50--60,80--90,,60-80,50--60,50-70,,80--100
2023-10-16,Leeks,60--80,50--60,70--90,60--80,,70-80,50--60,60-70,,70--80
2023-10-17,Leeks,50--70,60--70,60--80,80--90,,70-80,50--60,60-70,,70--100
2023-10-18,Leeks,50--60,60--70,70--80,70--90,,70-80,50--65,55-65,,70--100
2023-10-19,Leeks,60--80,70--80,70--90,70--90,,70-80,50--60,60-65,,70--100
2023-10-20,Leeks,50--70,70--80,60--70,60--80,,70-80,50--65,60-70,,70--100
2023-10-23,Leeks,50--70,70--80,50--80,80--100,,75-85,60--70,60-70,,70--110
2023-10-24,Leeks,60--80,70--80,60--80,80--100,,80-90,50--60,60-70,,80--100
2023-10-25,Leeks,50--70,60--70,60--80,80--100,,80-90,50--60,60-70,,70--85
2023-10-26,Leeks,70--80,70--80,65--80,80--90,,80-90,60--70,70-80,,70--100
2023-10-27,Leeks,80--100,80--100,70--85,80--100,,80-90,,70-80,,70--80
2023-10-30,Leeks,100--130,100--120,120--140,100--130,,120-130,100--120,110-120,,120--130
2023-10-31,Leeks,100--120,100--120,100--130,120--140,,120-140,100--120,110-120,,130--140
2023-11-01,Leeks,230--250,220--230,200--220,240--280,,220-240,240--250,230-250,220-240,200--250
2023-11-04,Leeks,160--180,160--180,150--170,200--240,,180-210,140--150,190--200,,180--200
2023-11-05,Leeks,180--200,180--200,180--220,190--240,,200-220,160--170,180-190,,180--230
2023-11-07,Leeks,100--120,120--150,120--150,,,150-170,110--120,120-130,,150--160
2023-11-08,Leeks,130--150,120--130,100--140,130--150,,110-120,80--100,90-100,,110--260
2023-11-09,Leeks,70--80,70--80,60--80,80--100,,70-80,50--60,50-60,,80--90
2023-11-10,Leeks,60--80,50--60,50--65,70--90,,65-80,50--65,65-70,,80--100
2023-11-12,Leeks,220--250,230--250,220--240,250--300,,250-270,200--230,230-240,,230--250
2023-11-13,Leeks,150--170,160--180,180--220,120--140,,180-200,120--150,160-170,,120--130
2023-11-14,Leeks,200--220,160--180,180--240,140--170,,180-200,140--160,160-170,,150--170
2023-11-15,Leeks,150--200,120--130,130--160,170--200,,180-200,130--150,140-150,,150--170
2023-11-16,Leeks,100--120,120--140,120--140,150--200,,170-200,130--140,130-140,,150--170
2023-11-17,Leeks,100--120,130--140,120--140,150--200,,150-170,130--140,130-140,,150--180
2023-11-20,Leeks,100--120,140--150,140--160,150--160,,150-170,120--130,120-130,,150--170
2023-11-21,Leeks,120--150,120--140,130--150,150--160,,150-180,120--140,120-130,,150--180
2023-11-22,Leeks,100--120,120--140,140--160,150--160,,150-170,120--130,135-145,,150--160
2023-11-23,Leeks,120--140,130--140,150--170,150--160,,190-190,120--130,160-170,,150--180
2023-11-24,Leeks,160--180,180--200,150--160,180--200,,180-200,150--180,170-180,,170--190
2023-11-27,Leeks,180--200,230--250,200--230,,,230-250,200--220,210-220,,
2023-11-28,Leeks,250--270,220--230,250--270,250--280,,,200--230,210-220,,250--280
2023-12-01,Leeks,220--230,300--320,280--320,260--290,,270-300,270--290,290-300,280-300,270--300
2023-12-05,Leeks,180--200,180--200,210--240,200--250,,180-210,180--190,190-200,,180--210
2023-12-06,Leeks,250--280,240--250,200--240,280--320,,250-270,220--230,230-240,,
2023-12-07,Leeks,120--140,120--140,130--150,,,140-160,100--120,110-120,,150--180
2023-12-09,Leeks,60--70,60--70,60--80,80--90,,70-80,50--55,55-65,,80--100
2023-12-10,Leeks,50--70,70--80,70--80,70--90,,70-80,60--70,65-75,,80--100
2023-12-12,Leeks,220--240,220-250,200--240,240-280,,240-260,200--230,230-240,,230--260
2023-12-13,Leeks,220--240,240--250,200--220,240--280,,260-280,200--230,230-240,,250--270
2023-12-14,Leeks,200--220,240--250,220--250,240--280,,260-280,200--230,230-240,,250--270
2023-12-15,Leeks,250--280,240--260,230--250,250--290,,260-280,200--230,240-250,,240--280
2023-12-18,Leeks,200--220,220--240,150--180,240--280,,270-300,210--220,225-235,,250--270
2023-12-19,Leeks,200--220,200--220,200--260,240--280,,260-280,200--220,210-220,,240--290
2023-12-20,Leeks,200--220,230--250,200--260,240--280,,240-260,200--220,210-220,,250--280
2023-12-21,Leeks,250--260,260--280,250--280,220--260,,240-260,200--220,200-210,,250--300
2023-12-22,Leeks,150--200,250--270,220--260,230--260,,250-270,200--220,200-210,,250--290
2023-12-27,Leeks,250--280,280--290,300--320,,,270-300,340--360,300-350,,
2023-12-28,Leeks,300--320,290--300,280--300,290--350,,270-300,300--350,250-300,,320--350
2023-12-29,Leeks,400--420,390--400,480--550,300--360,,330-350,350--380,350-400,,330--350
